dmr_variable,form_name,cohort,visit,clinical_variable
PDQ_39_TotalScore_BodDiscomfrt,PDQ-39,super-pd,Physician_OFF,NA
PDQ_39_Angry,PDQ-39,at-home-pd,Baseline,NA
PDQ_39_Angry,PDQ-39,at-home-pd,12 months,NA
PDQ_39_Angry,PDQ-39,at-home-pd,24 months,NA
PDQ_39_Angry,PDQ-39,at-home-pd,36 months,NA
PDQ_39_Angry,PDQ-39,super-pd,Baseline,angry
PDQ_39_Angry,PDQ-39,super-pd,Physician_ON,NA
PDQ_39_Angry,PDQ-39,super-pd,Physician_OFF,NA
PDQ_39_Writing,PDQ-39,at-home-pd,Baseline,NA
PDQ_39_Writing,PDQ-39,at-home-pd,12 months,NA
PDQ_39_Writing,PDQ-39,at-home-pd,24 months,NA
PDQ_39_Writing,PDQ-39,at-home-pd,36 months,NA
PDQ_39_Writing,PDQ-39,super-pd,Baseline,writing
PDQ_39_Writing,PDQ-39,super-pd,Physician_ON,NA
PDQ_39_Writing,PDQ-39,super-pd,Physician_OFF,NA
PDQ_39_Confined,PDQ-39,at-home-pd,Baseline,NA
PDQ_39_Confined,PDQ-39,at-home-pd,12 months,NA
PDQ_39_Confined,PDQ-39,at-home-pd,24 months,NA
PDQ_39_Confined,PDQ-39,at-home-pd,36 months,NA
PDQ_39_Confined,PDQ-39,super-pd,Baseline,confined
PDQ_39_Confined,PDQ-39,super-pd,Physician_ON,NA
PDQ_39_Confined,PDQ-39,super-pd,Physician_OFF,NA
PDQ_39_EatingPublic,PDQ-39,at-home-pd,Baseline,NA
PDQ_39_EatingPublic,PDQ-39,at-home-pd,12 months,NA
PDQ_39_EatingPublic,PDQ-39,at-home-pd,24 months,NA
PDQ_39_EatingPublic,PDQ-39,at-home-pd,36 months,NA
PDQ_39_EatingPublic,PDQ-39,super-pd,Baseline,avoid
PDQ_39_EatingPublic,PDQ-39,super-pd,Physician_ON,NA
PDQ_39_EatingPublic,PDQ-39,super-pd,Physician_OFF,NA
PDQ_39_Dreams,PDQ-39,at-home-pd,Baseline,NA
PDQ_39_Dreams,PDQ-39,at-home-pd,12 months,NA
PDQ_39_Dreams,PDQ-39,at-home-pd,24 months,NA
PDQ_39_Dreams,PDQ-39,at-home-pd,36 months,NA
PDQ_39_Dreams,PDQ-39,super-pd,Baseline,dreams
PDQ_39_Dreams,PDQ-39,super-pd,Physician_ON,NA
PDQ_39_Dreams,PDQ-39,super-pd,Physician_OFF,NA
PDQ_39_Communicate,PDQ-39,at-home-pd,Baseline,NA
PDQ_39_Communicate,PDQ-39,at-home-pd,12 months,NA
PDQ_39_Communicate,PDQ-39,at-home-pd,24 months,NA
PDQ_39_Communicate,PDQ-39,at-home-pd,36 months,NA
PDQ_39_Communicate,PDQ-39,super-pd,Baseline,communicate
PDQ_39_Communicate,PDQ-39,super-pd,Physician_ON,NA
PDQ_39_Communicate,PDQ-39,super-pd,Physician_OFF,NA
PDQ_39_TotalScore_Emotional,PDQ-39,at-home-pd,Baseline,NA
PDQ_39_TotalScore_Emotional,PDQ-39,at-home-pd,12 months,NA
PDQ_39_TotalScore_Emotional,PDQ-39,at-home-pd,24 months,NA
PDQ_39_TotalScore_Emotional,PDQ-39,at-home-pd,36 months,NA
PDQ_39_TotalScore_Emotional,PDQ-39,super-pd,Baseline,NA
PDQ_39_TotalScore_Emotional,PDQ-39,super-pd,Physician_ON,NA
PDQ_39_TotalScore_Emotional,PDQ-39,super-pd,Physician_OFF,NA
RandomizedInd,InformedConsent,at-home-pd,Baseline,NA
RandomizedInd,InformedConsent,at-home-pd,12 months,NA
RandomizedInd,InformedConsent,at-home-pd,24 months,NA
RandomizedInd,InformedConsent,at-home-pd,36 months,NA
RandomizedInd,InformedConsent,super-pd,Baseline,NA
RandomizedInd,InformedConsent,super-pd,Physician_ON,NA
RandomizedInd,InformedConsent,super-pd,Physician_OFF,NA
EnrldStdyDateTime,InformedConsent,at-home-pd,Baseline,inexdttm
EnrldStdyDateTime,InformedConsent,at-home-pd,12 months,NA
EnrldStdyDateTime,InformedConsent,at-home-pd,24 months,NA
EnrldStdyDateTime,InformedConsent,at-home-pd,36 months,NA
EnrldStdyDateTime,InformedConsent,super-pd,Baseline,NA
EnrldStdyDateTime,InformedConsent,super-pd,Physician_ON,NA
EnrldStdyDateTime,InformedConsent,super-pd,Physician_OFF,NA
InfConsntObtInd,InformedConsent,at-home-pd,Baseline,inex5
InfConsntObtInd,InformedConsent,at-home-pd,12 months,NA
InfConsntObtInd,InformedConsent,at-home-pd,24 months,NA
InfConsntObtInd,InformedConsent,at-home-pd,36 months,NA
InfConsntObtInd,InformedConsent,super-pd,Baseline,NA
InfConsntObtInd,InformedConsent,super-pd,Physician_ON,NA
InfConsntObtInd,InformedConsent,super-pd,Physician_OFF,NA
InformConsntObtnDateTime,InformedConsent,at-home-pd,Baseline,inexdttm
InformConsntObtnDateTime,InformedConsent,at-home-pd,12 months,NA
InformConsntObtnDateTime,InformedConsent,at-home-pd,24 months,NA
InformConsntObtnDateTime,InformedConsent,at-home-pd,36 months,NA
InformConsntObtnDateTime,InformedConsent,super-pd,Baseline,NA
InformConsntObtnDateTime,InformedConsent,super-pd,Physician_ON,NA
InformConsntObtnDateTime,InformedConsent,super-pd,Physician_OFF,NA
EnrldStdyInd,InformedConsent,at-home-pd,Baseline,enrollconfirm
EnrldStdyInd,InformedConsent,at-home-pd,12 months,NA
EnrldStdyInd,InformedConsent,at-home-pd,24 months,NA
EnrldStdyInd,InformedConsent,at-home-pd,36 months,NA
EnrldStdyInd,InformedConsent,super-pd,Baseline,enrollconfirm
EnrldStdyInd,InformedConsent,super-pd,Physician_ON,NA
EnrldStdyInd,InformedConsent,super-pd,Physician_OFF,NA
RandomizedDateTime,InformedConsent,at-home-pd,Baseline,NA
RandomizedDateTime,InformedConsent,at-home-pd,12 months,NA
RandomizedDateTime,InformedConsent,at-home-pd,24 months,NA
RandomizedDateTime,InformedConsent,at-home-pd,36 months,NA
RandomizedDateTime,InformedConsent,super-pd,Baseline,NA
RandomizedDateTime,InformedConsent,super-pd,Physician_ON,NA
RandomizedDateTime,InformedConsent,super-pd,Physician_OFF,NA
CranlNervMassetWeakFind,NeurologicalExam,at-home-pd,Baseline,NA
CranlNervMassetWeakFind,NeurologicalExam,at-home-pd,12 months,NA
CranlNervMassetWeakFind,NeurologicalExam,at-home-pd,24 months,NA
CranlNervMassetWeakFind,NeurologicalExam,at-home-pd,36 months,NA
CranlNervMassetWeakFind,NeurologicalExam,super-pd,Baseline,NA
CranlNervMassetWeakFind,NeurologicalExam,super-pd,Physician_ON,NA
CranlNervMassetWeakFind,NeurologicalExam,super-pd,Physician_OFF,NA
ReflexPatellarLftAssmt,NeurologicalExam,at-home-pd,Baseline,NA
ReflexPatellarLftAssmt,NeurologicalExam,at-home-pd,12 months,NA
ReflexPatellarLftAssmt,NeurologicalExam,at-home-pd,24 months,NA
ReflexPatellarLftAssmt,NeurologicalExam,at-home-pd,36 months,NA
ReflexPatellarLftAssmt,NeurologicalExam,super-pd,Baseline,NA
ReflexPatellarLftAssmt,NeurologicalExam,super-pd,Physician_ON,NA
ReflexPatellarLftAssmt,NeurologicalExam,super-pd,Physician_OFF,NA
MotorStrgthQuadcpsRtAssmt,NeurologicalExam,at-home-pd,Baseline,NA
MotorStrgthQuadcpsRtAssmt,NeurologicalExam,at-home-pd,12 months,NA
MotorStrgthQuadcpsRtAssmt,NeurologicalExam,at-home-pd,24 months,NA
MotorStrgthQuadcpsRtAssmt,NeurologicalExam,at-home-pd,36 months,NA
MotorStrgthQuadcpsRtAssmt,NeurologicalExam,super-pd,Baseline,NA
MotorStrgthQuadcpsRtAssmt,NeurologicalExam,super-pd,Physician_ON,NA
MotorStrgthQuadcpsRtAssmt,NeurologicalExam,super-pd,Physician_OFF,NA
ReflexBrachioradRtAssmt,NeurologicalExam,at-home-pd,Baseline,NA
ReflexBrachioradRtAssmt,NeurologicalExam,at-home-pd,12 months,NA
ReflexBrachioradRtAssmt,NeurologicalExam,at-home-pd,24 months,NA
ReflexBrachioradRtAssmt,NeurologicalExam,at-home-pd,36 months,NA
ReflexBrachioradRtAssmt,NeurologicalExam,super-pd,Baseline,NA
ReflexBrachioradRtAssmt,NeurologicalExam,super-pd,Physician_ON,NA
ReflexBrachioradRtAssmt,NeurologicalExam,super-pd,Physician_OFF,NA
CranlNervEyeMovmntUpFind,NeurologicalExam,at-home-pd,Baseline,NA
CranlNervEyeMovmntUpFind,NeurologicalExam,at-home-pd,12 months,NA
CranlNervEyeMovmntUpFind,NeurologicalExam,at-home-pd,24 months,NA
CranlNervEyeMovmntUpFind,NeurologicalExam,at-home-pd,36 months,NA
CranlNervEyeMovmntUpFind,NeurologicalExam,super-pd,Baseline,NA
CranlNervEyeMovmntUpFind,NeurologicalExam,super-pd,Physician_ON,NA
CranlNervEyeMovmntUpFind,NeurologicalExam,super-pd,Physician_OFF,NA
OthrMovmntMyoclonusLoc,NeurologicalExam,at-home-pd,Baseline,NA
OthrMovmntMyoclonusLoc,NeurologicalExam,at-home-pd,12 months,NA
OthrMovmntMyoclonusLoc,NeurologicalExam,at-home-pd,24 months,NA
OthrMovmntMyoclonusLoc,NeurologicalExam,at-home-pd,36 months,NA
OthrMovmntMyoclonusLoc,NeurologicalExam,super-pd,Baseline,NA
OthrMovmntMyoclonusLoc,NeurologicalExam,super-pd,Physician_ON,NA
OthrMovmntMyoclonusLoc,NeurologicalExam,super-pd,Physician_OFF,NA
CranlNervExamFind,NeurologicalExam,at-home-pd,Baseline,NA
CranlNervExamFind,NeurologicalExam,at-home-pd,12 months,NA
CranlNervExamFind,NeurologicalExam,at-home-pd,24 months,NA
CranlNervExamFind,NeurologicalExam,at-home-pd,36 months,NA
CranlNervExamFind,NeurologicalExam,super-pd,Baseline,NA
CranlNervExamFind,NeurologicalExam,super-pd,Physician_ON,NA
CranlNervExamFind,NeurologicalExam,super-pd,Physician_OFF,NA
MotorStrgthHamstringLftAssmt,NeurologicalExam,at-home-pd,Baseline,NA
MotorStrgthHamstringLftAssmt,NeurologicalExam,at-home-pd,12 months,NA
MotorStrgthHamstringLftAssmt,NeurologicalExam,at-home-pd,24 months,NA
MotorStrgthHamstringLftAssmt,NeurologicalExam,at-home-pd,36 months,NA
MotorStrgthHamstringLftAssmt,NeurologicalExam,super-pd,Baseline,NA
MotorStrgthHamstringLftAssmt,NeurologicalExam,super-pd,Physician_ON,NA
MotorStrgthHamstringLftAssmt,NeurologicalExam,super-pd,Physician_OFF,NA
SensationAssmtExamFind,NeurologicalExam,at-home-pd,Baseline,NA
SensationAssmtExamFind,NeurologicalExam,at-home-pd,12 months,NA
SensationAssmtExamFind,NeurologicalExam,at-home-pd,24 months,NA
SensationAssmtExamFind,NeurologicalExam,at-home-pd,36 months,NA
SensationAssmtExamFind,NeurologicalExam,super-pd,Baseline,NA
SensationAssmtExamFind,NeurologicalExam,super-pd,Physician_ON,NA
SensationAssmtExamFind,NeurologicalExam,super-pd,Physician_OFF,NA
CranlNervFaclStrngthLft,NeurologicalExam,at-home-pd,Baseline,NA
CranlNervFaclStrngthLft,NeurologicalExam,at-home-pd,12 months,NA
CranlNervFaclStrngthLft,NeurologicalExam,at-home-pd,24 months,NA
CranlNervFaclStrngthLft,NeurologicalExam,at-home-pd,36 months,NA
CranlNervFaclStrngthLft,NeurologicalExam,super-pd,Baseline,NA
CranlNervFaclStrngthLft,NeurologicalExam,super-pd,Physician_ON,NA
CranlNervFaclStrngthLft,NeurologicalExam,super-pd,Physician_OFF,NA
CranlNervPupilsFind,NeurologicalExam,at-home-pd,Baseline,NA
CranlNervPupilsFind,NeurologicalExam,at-home-pd,12 months,NA
CranlNervPupilsFind,NeurologicalExam,at-home-pd,24 months,NA
CranlNervPupilsFind,NeurologicalExam,at-home-pd,36 months,NA
CranlNervPupilsFind,NeurologicalExam,super-pd,Baseline,NA
CranlNervPupilsFind,NeurologicalExam,super-pd,Physician_ON,NA
CranlNervPupilsFind,NeurologicalExam,super-pd,Physician_OFF,NA
CranlNervEyeMovmntLatFind,NeurologicalExam,at-home-pd,Baseline,NA
CranlNervEyeMovmntLatFind,NeurologicalExam,at-home-pd,12 months,NA
CranlNervEyeMovmntLatFind,NeurologicalExam,at-home-pd,24 months,NA
CranlNervEyeMovmntLatFind,NeurologicalExam,at-home-pd,36 months,NA
CranlNervEyeMovmntLatFind,NeurologicalExam,super-pd,Baseline,NA
CranlNervEyeMovmntLatFind,NeurologicalExam,super-pd,Physician_ON,NA
CranlNervEyeMovmntLatFind,NeurologicalExam,super-pd,Physician_OFF,NA
CranlNervQuadrantanopiaLoc,NeurologicalExam,at-home-pd,Baseline,NA
CranlNervQuadrantanopiaLoc,NeurologicalExam,at-home-pd,12 months,NA
CranlNervQuadrantanopiaLoc,NeurologicalExam,at-home-pd,24 months,NA
CranlNervQuadrantanopiaLoc,NeurologicalExam,at-home-pd,36 months,NA
CranlNervQuadrantanopiaLoc,NeurologicalExam,super-pd,Baseline,NA
CranlNervQuadrantanopiaLoc,NeurologicalExam,super-pd,Physician_ON,NA
CranlNervQuadrantanopiaLoc,NeurologicalExam,super-pd,Physician_OFF,NA
CranlNervPupilsAbnrmlyFind,NeurologicalExam,at-home-pd,Baseline,NA
CranlNervPupilsAbnrmlyFind,NeurologicalExam,at-home-pd,12 months,NA
CranlNervPupilsAbnrmlyFind,NeurologicalExam,at-home-pd,24 months,NA
CranlNervPupilsAbnrmlyFind,NeurologicalExam,at-home-pd,36 months,NA
CranlNervPupilsAbnrmlyFind,NeurologicalExam,super-pd,Baseline,NA
CranlNervPupilsAbnrmlyFind,NeurologicalExam,super-pd,Physician_ON,NA
CranlNervPupilsAbnrmlyFind,NeurologicalExam,super-pd,Physician_OFF,NA
AgeDiagnosYrs,NeurologicalExam,at-home-pd,Baseline,NA
AgeDiagnosYrs,NeurologicalExam,at-home-pd,12 months,NA
AgeDiagnosYrs,NeurologicalExam,at-home-pd,24 months,NA
AgeDiagnosYrs,NeurologicalExam,at-home-pd,36 months,NA
AgeDiagnosYrs,NeurologicalExam,super-pd,Baseline,pd_year
AgeDiagnosYrs,NeurologicalExam,super-pd,Physician_ON,NA
AgeDiagnosYrs,NeurologicalExam,super-pd,Physician_OFF,NA
OthrMovmntTicsLoc,NeurologicalExam,at-home-pd,Baseline,NA
OthrMovmntTicsLoc,NeurologicalExam,at-home-pd,12 months,NA
OthrMovmntTicsLoc,NeurologicalExam,at-home-pd,24 months,NA
OthrMovmntTicsLoc,NeurologicalExam,at-home-pd,36 months,NA
OthrMovmntTicsLoc,NeurologicalExam,super-pd,Baseline,NA
OthrMovmntTicsLoc,NeurologicalExam,super-pd,Physician_ON,NA
OthrMovmntTicsLoc,NeurologicalExam,super-pd,Physician_OFF,NA
CranlNervVisualAcuityFind,NeurologicalExam,at-home-pd,Baseline,NA
CranlNervVisualAcuityFind,NeurologicalExam,at-home-pd,12 months,NA
CranlNervVisualAcuityFind,NeurologicalExam,at-home-pd,24 months,NA
CranlNervVisualAcuityFind,NeurologicalExam,at-home-pd,36 months,NA
CranlNervVisualAcuityFind,NeurologicalExam,super-pd,Baseline,NA
CranlNervVisualAcuityFind,NeurologicalExam,super-pd,Physician_ON,NA
CranlNervVisualAcuityFind,NeurologicalExam,super-pd,Physician_OFF,NA
CranlNervSCMWeakFind,NeurologicalExam,at-home-pd,Baseline,NA
CranlNervSCMWeakFind,NeurologicalExam,at-home-pd,12 months,NA
CranlNervSCMWeakFind,NeurologicalExam,at-home-pd,24 months,NA
CranlNervSCMWeakFind,NeurologicalExam,at-home-pd,36 months,NA
CranlNervSCMWeakFind,NeurologicalExam,super-pd,Baseline,NA
CranlNervSCMWeakFind,NeurologicalExam,super-pd,Physician_ON,NA
CranlNervSCMWeakFind,NeurologicalExam,super-pd,Physician_OFF,NA
SensationProxmlArmRtFind,NeurologicalExam,at-home-pd,Baseline,NA
SensationProxmlArmRtFind,NeurologicalExam,at-home-pd,12 months,NA
SensationProxmlArmRtFind,NeurologicalExam,at-home-pd,24 months,NA
SensationProxmlArmRtFind,NeurologicalExam,at-home-pd,36 months,NA
SensationProxmlArmRtFind,NeurologicalExam,super-pd,Baseline,NA
SensationProxmlArmRtFind,NeurologicalExam,super-pd,Physician_ON,NA
SensationProxmlArmRtFind,NeurologicalExam,super-pd,Physician_OFF,NA
MotorStrgthAtrophInd,NeurologicalExam,at-home-pd,Baseline,NA
MotorStrgthAtrophInd,NeurologicalExam,at-home-pd,12 months,NA
MotorStrgthAtrophInd,NeurologicalExam,at-home-pd,24 months,NA
MotorStrgthAtrophInd,NeurologicalExam,at-home-pd,36 months,NA
MotorStrgthAtrophInd,NeurologicalExam,super-pd,Baseline,NA
MotorStrgthAtrophInd,NeurologicalExam,super-pd,Physician_ON,NA
MotorStrgthAtrophInd,NeurologicalExam,super-pd,Physician_OFF,NA
OthrExamFindTxt,NeurologicalExam,at-home-pd,Baseline,NA
OthrExamFindTxt,NeurologicalExam,at-home-pd,12 months,NA
OthrExamFindTxt,NeurologicalExam,at-home-pd,24 months,NA
OthrExamFindTxt,NeurologicalExam,at-home-pd,36 months,NA
OthrExamFindTxt,NeurologicalExam,super-pd,Baseline,NA
OthrExamFindTxt,NeurologicalExam,super-pd,Physician_ON,NA
OthrExamFindTxt,NeurologicalExam,super-pd,Physician_OFF,NA
SensationProxmlArmLftFind,NeurologicalExam,at-home-pd,Baseline,NA
SensationProxmlArmLftFind,NeurologicalExam,at-home-pd,12 months,NA
SensationProxmlArmLftFind,NeurologicalExam,at-home-pd,24 months,NA
SensationProxmlArmLftFind,NeurologicalExam,at-home-pd,36 months,NA
SensationProxmlArmLftFind,NeurologicalExam,super-pd,Baseline,NA
SensationProxmlArmLftFind,NeurologicalExam,super-pd,Physician_ON,NA
SensationProxmlArmLftFind,NeurologicalExam,super-pd,Physician_OFF,NA
CranlNervHemianopiaLoc,NeurologicalExam,at-home-pd,Baseline,NA
CranlNervHemianopiaLoc,NeurologicalExam,at-home-pd,12 months,NA
CranlNervHemianopiaLoc,NeurologicalExam,at-home-pd,24 months,NA
CranlNervHemianopiaLoc,NeurologicalExam,at-home-pd,36 months,NA
CranlNervHemianopiaLoc,NeurologicalExam,super-pd,Baseline,NA
CranlNervHemianopiaLoc,NeurologicalExam,super-pd,Physician_ON,NA
CranlNervHemianopiaLoc,NeurologicalExam,super-pd,Physician_OFF,NA
CranlNervEyeMovmntSmoothPur,NeurologicalExam,at-home-pd,Baseline,NA
CranlNervEyeMovmntSmoothPur,NeurologicalExam,at-home-pd,12 months,NA
CranlNervEyeMovmntSmoothPur,NeurologicalExam,at-home-pd,24 months,NA
CranlNervEyeMovmntSmoothPur,NeurologicalExam,at-home-pd,36 months,NA
CranlNervEyeMovmntSmoothPur,NeurologicalExam,super-pd,Baseline,NA
CranlNervEyeMovmntSmoothPur,NeurologicalExam,super-pd,Physician_ON,NA
CranlNervEyeMovmntSmoothPur,NeurologicalExam,super-pd,Physician_OFF,NA
CranlNervRinneTestRslt,NeurologicalExam,at-home-pd,Baseline,NA
CranlNervRinneTestRslt,NeurologicalExam,at-home-pd,12 months,NA
CranlNervRinneTestRslt,NeurologicalExam,at-home-pd,24 months,NA
CranlNervRinneTestRslt,NeurologicalExam,at-home-pd,36 months,NA
CranlNervRinneTestRslt,NeurologicalExam,super-pd,Baseline,NA
CranlNervRinneTestRslt,NeurologicalExam,super-pd,Physician_ON,NA
CranlNervRinneTestRslt,NeurologicalExam,super-pd,Physician_OFF,NA
OthrMovmntAthetosisLoc,NeurologicalExam,at-home-pd,Baseline,NA
OthrMovmntAthetosisLoc,NeurologicalExam,at-home-pd,12 months,NA
OthrMovmntAthetosisLoc,NeurologicalExam,at-home-pd,24 months,NA
OthrMovmntAthetosisLoc,NeurologicalExam,at-home-pd,36 months,NA
OthrMovmntAthetosisLoc,NeurologicalExam,super-pd,Baseline,NA
OthrMovmntAthetosisLoc,NeurologicalExam,super-pd,Physician_ON,NA
OthrMovmntAthetosisLoc,NeurologicalExam,super-pd,Physician_OFF,NA
SensationDistlLegRtFind,NeurologicalExam,at-home-pd,Baseline,NA
SensationDistlLegRtFind,NeurologicalExam,at-home-pd,12 months,NA
SensationDistlLegRtFind,NeurologicalExam,at-home-pd,24 months,NA
SensationDistlLegRtFind,NeurologicalExam,at-home-pd,36 months,NA
SensationDistlLegRtFind,NeurologicalExam,super-pd,Baseline,NA
SensationDistlLegRtFind,NeurologicalExam,super-pd,Physician_ON,NA
SensationDistlLegRtFind,NeurologicalExam,super-pd,Physician_OFF,NA
SensationDistlArmLftFind,NeurologicalExam,at-home-pd,Baseline,NA
SensationDistlArmLftFind,NeurologicalExam,at-home-pd,12 months,NA
SensationDistlArmLftFind,NeurologicalExam,at-home-pd,24 months,NA
SensationDistlArmLftFind,NeurologicalExam,at-home-pd,36 months,NA
SensationDistlArmLftFind,NeurologicalExam,super-pd,Baseline,NA
SensationDistlArmLftFind,NeurologicalExam,super-pd,Physician_ON,NA
SensationDistlArmLftFind,NeurologicalExam,super-pd,Physician_OFF,NA
CranlNervEyeMovmntDownFind,NeurologicalExam,at-home-pd,Baseline,NA
CranlNervEyeMovmntDownFind,NeurologicalExam,at-home-pd,12 months,NA
CranlNervEyeMovmntDownFind,NeurologicalExam,at-home-pd,24 months,NA
CranlNervEyeMovmntDownFind,NeurologicalExam,at-home-pd,36 months,NA
CranlNervEyeMovmntDownFind,NeurologicalExam,super-pd,Baseline,NA
CranlNervEyeMovmntDownFind,NeurologicalExam,super-pd,Physician_ON,NA
CranlNervEyeMovmntDownFind,NeurologicalExam,super-pd,Physician_OFF,NA
MotorStrgthTblAnterRtAssmt,NeurologicalExam,at-home-pd,Baseline,NA
MotorStrgthTblAnterRtAssmt,NeurologicalExam,at-home-pd,12 months,NA
MotorStrgthTblAnterRtAssmt,NeurologicalExam,at-home-pd,24 months,NA
MotorStrgthTblAnterRtAssmt,NeurologicalExam,at-home-pd,36 months,NA
MotorStrgthTblAnterRtAssmt,NeurologicalExam,super-pd,Baseline,NA
MotorStrgthTblAnterRtAssmt,NeurologicalExam,super-pd,Physician_ON,NA
MotorStrgthTblAnterRtAssmt,NeurologicalExam,super-pd,Physician_OFF,NA
OthrMovmntChoreaLoc,NeurologicalExam,at-home-pd,Baseline,NA
OthrMovmntChoreaLoc,NeurologicalExam,at-home-pd,12 months,NA
OthrMovmntChoreaLoc,NeurologicalExam,at-home-pd,24 months,NA
OthrMovmntChoreaLoc,NeurologicalExam,at-home-pd,36 months,NA
OthrMovmntChoreaLoc,NeurologicalExam,super-pd,Baseline,NA
OthrMovmntChoreaLoc,NeurologicalExam,super-pd,Physician_ON,NA
OthrMovmntChoreaLoc,NeurologicalExam,super-pd,Physician_OFF,NA
CranlNervPapilledemaFind,NeurologicalExam,at-home-pd,Baseline,NA
CranlNervPapilledemaFind,NeurologicalExam,at-home-pd,12 months,NA
CranlNervPapilledemaFind,NeurologicalExam,at-home-pd,24 months,NA
CranlNervPapilledemaFind,NeurologicalExam,at-home-pd,36 months,NA
CranlNervPapilledemaFind,NeurologicalExam,super-pd,Baseline,NA
CranlNervPapilledemaFind,NeurologicalExam,super-pd,Physician_ON,NA
CranlNervPapilledemaFind,NeurologicalExam,super-pd,Physician_OFF,NA
CranlNervFaclNumbnessFind,NeurologicalExam,at-home-pd,Baseline,NA
CranlNervFaclNumbnessFind,NeurologicalExam,at-home-pd,12 months,NA
CranlNervFaclNumbnessFind,NeurologicalExam,at-home-pd,24 months,NA
CranlNervFaclNumbnessFind,NeurologicalExam,at-home-pd,36 months,NA
CranlNervFaclNumbnessFind,NeurologicalExam,super-pd,Baseline,NA
CranlNervFaclNumbnessFind,NeurologicalExam,super-pd,Physician_ON,NA
CranlNervFaclNumbnessFind,NeurologicalExam,super-pd,Physician_OFF,NA
NeuroExamPrimaryDiagnos,NeurologicalExam,at-home-pd,Baseline,NA
NeuroExamPrimaryDiagnos,NeurologicalExam,at-home-pd,12 months,NA
NeuroExamPrimaryDiagnos,NeurologicalExam,at-home-pd,24 months,NA
NeuroExamPrimaryDiagnos,NeurologicalExam,at-home-pd,36 months,NA
NeuroExamPrimaryDiagnos,NeurologicalExam,super-pd,Baseline,NA
NeuroExamPrimaryDiagnos,NeurologicalExam,super-pd,Physician_ON,NA
NeuroExamPrimaryDiagnos,NeurologicalExam,super-pd,Physician_OFF,NA
CranlNervVisualAcuityAbnrmly,NeurologicalExam,at-home-pd,Baseline,NA
CranlNervVisualAcuityAbnrmly,NeurologicalExam,at-home-pd,12 months,NA
CranlNervVisualAcuityAbnrmly,NeurologicalExam,at-home-pd,24 months,NA
CranlNervVisualAcuityAbnrmly,NeurologicalExam,at-home-pd,36 months,NA
CranlNervVisualAcuityAbnrmly,NeurologicalExam,super-pd,Baseline,NA
CranlNervVisualAcuityAbnrmly,NeurologicalExam,super-pd,Physician_ON,NA
CranlNervVisualAcuityAbnrmly,NeurologicalExam,super-pd,Physician_OFF,NA
CranlNervWeberTestRsltFind,NeurologicalExam,at-home-pd,Baseline,NA
CranlNervWeberTestRsltFind,NeurologicalExam,at-home-pd,12 months,NA
CranlNervWeberTestRsltFind,NeurologicalExam,at-home-pd,24 months,NA
CranlNervWeberTestRsltFind,NeurologicalExam,at-home-pd,36 months,NA
CranlNervWeberTestRsltFind,NeurologicalExam,super-pd,Baseline,NA
CranlNervWeberTestRsltFind,NeurologicalExam,super-pd,Physician_ON,NA
CranlNervWeberTestRsltFind,NeurologicalExam,super-pd,Physician_OFF,NA
MotorStrgthBicepsRtAssmt,NeurologicalExam,at-home-pd,Baseline,NA
MotorStrgthBicepsRtAssmt,NeurologicalExam,at-home-pd,12 months,NA
MotorStrgthBicepsRtAssmt,NeurologicalExam,at-home-pd,24 months,NA
MotorStrgthBicepsRtAssmt,NeurologicalExam,at-home-pd,36 months,NA
MotorStrgthBicepsRtAssmt,NeurologicalExam,super-pd,Baseline,NA
MotorStrgthBicepsRtAssmt,NeurologicalExam,super-pd,Physician_ON,NA
MotorStrgthBicepsRtAssmt,NeurologicalExam,super-pd,Physician_OFF,NA
MotorStrgthInterosLftAssmt,NeurologicalExam,at-home-pd,Baseline,NA
MotorStrgthInterosLftAssmt,NeurologicalExam,at-home-pd,12 months,NA
MotorStrgthInterosLftAssmt,NeurologicalExam,at-home-pd,24 months,NA
MotorStrgthInterosLftAssmt,NeurologicalExam,at-home-pd,36 months,NA
MotorStrgthInterosLftAssmt,NeurologicalExam,super-pd,Baseline,NA
MotorStrgthInterosLftAssmt,NeurologicalExam,super-pd,Physician_ON,NA
MotorStrgthInterosLftAssmt,NeurologicalExam,super-pd,Physician_OFF,NA
ReflexBabinskyInd,NeurologicalExam,at-home-pd,Baseline,NA
ReflexBabinskyInd,NeurologicalExam,at-home-pd,12 months,NA
ReflexBabinskyInd,NeurologicalExam,at-home-pd,24 months,NA
ReflexBabinskyInd,NeurologicalExam,at-home-pd,36 months,NA
ReflexBabinskyInd,NeurologicalExam,super-pd,Baseline,NA
ReflexBabinskyInd,NeurologicalExam,super-pd,Physician_ON,NA
ReflexBabinskyInd,NeurologicalExam,super-pd,Physician_OFF,NA
CranlNervHearingAbnrmlyFind,NeurologicalExam,at-home-pd,Baseline,NA
CranlNervHearingAbnrmlyFind,NeurologicalExam,at-home-pd,12 months,NA
CranlNervHearingAbnrmlyFind,NeurologicalExam,at-home-pd,24 months,NA
CranlNervHearingAbnrmlyFind,NeurologicalExam,at-home-pd,36 months,NA
CranlNervHearingAbnrmlyFind,NeurologicalExam,super-pd,Baseline,NA
CranlNervHearingAbnrmlyFind,NeurologicalExam,super-pd,Physician_ON,NA
CranlNervHearingAbnrmlyFind,NeurologicalExam,super-pd,Physician_OFF,NA
