field_name,form_name,title,element type,version,definition,short description,datatype,maximum character quantity,input restriction,minimum value,maximum value,permissible values,permissible value descriptions,permissible value output codes,Item Response OID,Element OID,unit of measure,guidelines/instructions,notes,preferred question text,keywords,references,population.all,domain.general (for all diseases),domain.traumatic brain injury,domain.Parkinson's disease,domain.Friedreich's ataxia,domain.stroke,domain.amyotrophic lateral sclerosis,domain.Huntington's disease,domain.multiple sclerosis,domain.neuromuscular diseases,domain.myasthenia gravis,domain.spinal muscular atrophy,domain.Duchenne muscular dystrophy/Becker muscular dystrophy,domain.congenital muscular dystrophy,domain.spinal cord injury,domain.headache,domain.epilepsy,classification.general (for all diseases),classification.acute hospitalized,classification.concussion/mild TBI,classification.epidemiology,classification.moderate/severe TBI: rehabilitation,classification.Parkinson's disease,classification.Friedreich's ataxia,classification.stroke,classification.amyotrophic lateral sclerosis,classification.Huntington's disease,classification.multiple sclerosis,classification.neuromuscular diseases,classification.myasthenia gravis,classification.spinal muscular atrophy,classification.Duchenne muscular dystrophy/Becker muscular dystrophy,classification.congenital muscular dystrophy,classification.spinal cord injury,classification.headache,classification.epilepsy,historical notes,Label(s),see also,submitting organization name,submitting contact name,submitting contact information,effective date,until date,steward organization name,steward contact name,steward contact information,creation date,last change date,administrative status,CAT OID,Form Item OID
MedctnPriorConcomIndTxt,PriorAndConcomitantMeds,Medication prior or concomitant indication text,Common Data Element,1.5,"Text describing reason for administration of a prior/concomitant (no study) agent or measure. This is not the pharmacologic classification of an agent (antibiotic, analgesic, etc.), but the reason for its administration to the participant/subject.","Text describing reason for administration of a prior/concomitant (no study) agent or measure. This is not the pharmacologic classification of an agent (antibiotic, analgesic, etc.), but the reason for its administration to the participant/subject.",Alphanumeric,4000,Free-Form Entry,NA,NA,NA,NA,NA,NA,NA,NA,"GENERAL/HEADACHE/TBI/STROKE: 
Record the reason the participant/subject gives for taking the medication. If given for an AE, enter exact term from Adverse Event CRF.
","CDISC variables: For PDBP use the following: CM=Concomitant Medications, CMINDC=Parkinson's Disease, CMTRT=""immediate reason for administering the medication"", if CMINDC specifies the other reason for administering the medication, e.g. Neurosurgery, it should be on a separate line. CMSTRTPT=when the medication was administered, use with CMSTTPT=why it was administered",Reason for taking the medication,CDISC;Medical_History,No references available,Adult and Pediatric,Treatment/Intervention Data.Drugs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Supplemental,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Medication prior or concomitant indication text,NA,NA,NIH/NINDS,NINDSCDE,NINDSCDE@emmes.com,NA,NA,NIH/NINDS,NINDSCDE,NINDSCDE@emmes.com,2014-04-01,2020-02-05,Published,NA,NA
MedctnPriorConcomMinsLstDose,PriorAndConcomitantMeds,Medication prior concomitant minutes since last dose,Unique Data Element,1.1,Medication prior or concomitant number of minutes (additional to hours) since the last dose,Medication prior or concomitant number of minutes (additional to hours) since the last dose,Numeric Values,NA,Free-Form Entry,NA,NA,NA,NA,NA,NA,NA,NA,Only to be used in conjunction with Medication prior concomitant hours last dose CDE,"CDISC variables: For PDBP use the following: CM=Concomitant Medications, CMINC=Parkinson's Disease",NA,CDISC,NA,Adult and Pediatric,Treatment/Intervention Data.Drugs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Supplemental,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NIH/NINDS,NA,NA,NA,NA,NIH/NINDS,NA,NA,2014-04-01,2020-02-05,Published,NA,NA
MedctnPriorConcomName,PriorAndConcomitantMeds,Medication prior or concomitant name,Common Data Element,1.7,Name of the prior/concomitant agent or drug administered.,Name of the prior/concomitant agent or drug administered.,Alphanumeric,4000,Free-Form Entry,NA,NA,NA,NA,NA,NA,NA,NA,"Record the verbatim name (generic or trade name) of the medication the participant/subject reports taking. See the data dictionary for additional information on coding the medication name using RXNorm. Add date stamp for when assessed. Recommend collection at least on date of TBI.
","CDISC variables: For PDBP use the following: CM=Concomitant Medications, CMINC=Parkinson's Disease. CMCLAS=Medication Class, CMTRT=Medication Name",Medication name (trade of generic),SCAT;CDISC;Medical_History,"RXNorm (http://www.nlm.nih.gov/research/umls/rxnorm/)
",Adult and Pediatric,Assessments and Examinations.Physical/Neurological Examination,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Supplemental,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Medication prior or concomitant name,NA,NA,NIH/CIT/BRICS,NINDSCDE,NINDSCDE@emmes.com,NA,NA,NIH/NINDS,NINDSCDE,NINDSCDE@emmes.com,2014-04-01,2020-02-05,Published,NA,NA
MedctnPriorConcomPD,PriorAndConcomitantMeds,Medication prior or concomitant for Parkinson's disease,Unique Data Element,1.1,Medication prior or concomitant for Parkinson's disease. List of FDA approved medications with an indication for PD as of November 2012,Medication Prior or Concomitant for Parkinson's disease,Alphanumeric,NA,Single Pre-Defined Value Selected,NA,NA,"Amantadine (Symmetrel);Apomorphine (Apokyn);Benztropine (Cogentin);Biperiden (Akineton);Bromocriptine (Parlodel);Carbidopa/levodopa (Atamet, Sinemet);Carbidopa/levodopa/entacapone (Stalevo);Carbidopa/levodopa orally disintegrating (Parcopa);Carbidopa/levodopa sustained release (Sinemet CR);Entacapone (Comtan);Pergolide (Permax);Pramipexole extended release (Mirapex ER);Pramipexole (Mirapex);Rasagiline (Azilect);Rivastigmine (Exelon);Ropinirole extended release (Requip XL);Ropinirole (Requip);Rotigotine transdermal patch (Neupro);Selegiline (Eldepryl);Selegiline orally disintegrating (Zelapar);Selegiline transdermal patch (Emsam);Tolcapone (Tasmar);Trihexyphenidyl (Artane, Tremin)","Amantadine (Symmetrel);Apomorphine (Apokyn);Benztropine (Cogentin);Biperiden (Akineton);Bromocriptine (Parlodel);Carbidopa/levodopa (Atamet, Sinemet);Carbidopa/levodopa/entacapone (Stalevo);Carbidopa/levodopa orally disintegrating (Parcopa);Carbidopa/levodopa sustained release (Sinemet CR);Entacapone (Comtan);Pergolide (Permax);Pramipexole extended release (Mirapex ER);Pramipexole (Mirapex);Rasagiline (Azilect);Rivastigmine (Exelon);Ropinirole extended release (Requip XL);Ropinirole (Requip);Rotigotine transdermal patch (Neupro);Selegiline (Eldepryl);Selegiline orally disintegrating (Zelapar);Selegiline transdermal patch (Emsam);Tolcapone (Tasmar);Trihexyphenidyl (Artane, Tremin)",1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23,NA,NA,NA,Select one,"CDISC variables: For PDBP use the following: CM=Concomitant Medications, CMINC=Parkinson's Disease, CMCLAS=Medication Class, CMTRT=Medication Name",NA,CDISC,No references available,Adult,Treatment/Intervention Data.Drugs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Supplemental,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NIH/NINDS,NA,NA,NA,NA,NIH/NINDS,NA,NA,2014-04-01,2020-02-05,Published,NA,NA
MedctnPriorConcomRteTyp,PriorAndConcomitantMeds,Medication prior or concomitant route type,Unique Data Element,1.3,Type of access route for the administration of the prior medication.,Type of access route for the administration of the prior medication.,Alphanumeric,255,Free-Form Entry,NA,NA,"Buccal;By ear;Inhaled;Intramuscular;Intravenous;Nasal;Oral;Other, specify;Rectal;Subcutaneous;Sublingual;Topical;Transdermal;Unknown","Buccal;By Ear;Inhaled;Intramuscular;Intravenous;Nasal;Oral;Other, specify;Rectal;Subcutaneous;Sublingual;Topical;Transdermal;Unknown",1;2;3;4;5;6;7;444;9;10;11;12;13;999,NA,NA,NA,Records theype of access route for the administration of the prior medication.,"CDISC variables: For PDBP use the following: CM=Concomitant Medications, CMINC=Parkinson's Disease, CMROUTE",Type of access route for the administration of the prior medication.,CDISC;Medical_History,"No references available
",Adult and Pediatric,Treatment/Intervention Data.Drugs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Supplemental,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NIH/NINDS,NA,NA,NA,NA,NIH/NINDS,NA,NA,2014-04-01,2020-02-05,Published,NA,NA
MentlStatExamCogAbnrmlyTxt,NeurologicalExam,Mental status examination cognitive abnormality text,Unique Data Element,1,Text description of cognitive abnormality,Text description of cognitive abnormality,Alphanumeric,4000,Free-Form Entry,NA,NA,NA,NA,NA,NA,NA,NA,"If no abnormalities, write ""None.""",PDBD Neurolocial Examination Form,"4a) Describe cognitive abnormality, e.g., dyspraxia, neglect, perseveration, etc. If none, write &quot;None.&quot;",NA,NA,Adult and Pediatric,Assessments and Examinations.Physical/Neurological Examination,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Supplemental,NA,NA,NA,NA,Supplemental,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,2014-04-01,Published,NA,NA
MentlStatExamFind,NeurologicalExam,Mental status examination findings,Unique Data Element,1,Neurological examination mental status findings,Mental status examination,Alphanumeric,NA,Single Pre-Defined Value Selected,NA,NA,Abnormal;Normal;Not assessed,Abnormal;Normal;Not assessed,10;20;222,NA,NA,NA,Select one.,PDBD Neurolocial Examination Form,4) Mental status examination,NA,NA,Adult and Pediatric,Assessments and Examinations.Physical/Neurological Examination,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Supplemental,NA,NA,NA,NA,Supplemental,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,2014-04-01,Published,NA,NA
MentlStatExamMoodAbnrmlyTxt,NeurologicalExam,Mental status examination mood or affect abnormality text,Unique Data Element,1,Text description of mood or affect abnormality,Text description of mood or affect abnormality,Alphanumeric,4000,Free-Form Entry,NA,NA,NA,NA,NA,NA,NA,NA,"If no abnormalities, write ""None.""",PDBD Neurolocial Examination Form,"4b) Describe other mood or affect abnormality, e.g., pseudobulbar affect, irritability, elation, etc. If none, write &quot;None.&quot;",NA,NA,Adult and Pediatric,Assessments and Examinations.Physical/Neurological Examination,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Supplemental,NA,NA,NA,NA,Supplemental,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,2014-04-01,Published,NA,NA
MotorStrgthAtrophInd,NeurologicalExam,Motor strength atrophy indicator assessment,Unique Data Element,1,Motor strength atrophy indicator assessment,Motor strength atrophy findings,Alphanumeric,4000,Free-Form Entry,NA,NA,Biceps (L);Biceps (R);Deltoid (L);Deltoid (R);Gastrocnemius (L);Gastrocnemius (R);Hamstrings (L);Hamstrings (R);No atrophy present;Quadriceps (L);Quadriceps (R);Tibialis Anterior (L);Tibialis Anterior (R);Triceps (L);Triceps (R),Biceps (L);Biceps (R);Deltoid (L);Deltoid (R);Gastrocnemius (L);Gastrocnemius (R);Hamstrings (L);Hamstrings (R);No atrophy present;Quadriceps (L);Quadriceps (R);Tibialis Anterior (L);Tibialis Anterior (R);Triceps (L);Triceps (R),;;;;;;;;;;;;;;,NA,NA,NA,Select all that apply.,PDBD Neurolocial Examination Form,6w) Atrophy present in any muscle group(s)?,NA,NA,Adult and Pediatric,Assessments and Examinations.Physical/Neurological Examination,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Supplemental,NA,NA,NA,NA,Supplemental,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,2014-04-01,Published,NA,NA
MotorStrgthBicepsLftAssmt,NeurologicalExam,Motor strength biceps left assessment,Unique Data Element,1,Motor strength Biceps left assessment,Motor strength Biceps left assessment,Numeric Values,NA,Single Pre-Defined Value Selected,NA,NA,0;1;2;3;4;5,"No muscle contraction;Visible muscle contraction, no movement;Active movement with gravity eliminated;Active movement against gravity;Less than normal strength aginst resistance;Normal strength against resistance",0;1;2;3;4;5,NA,NA,NA,Select one.,PDBD Neurolocial Examination Form,6d) Biceps (L),NA,NA,Adult and Pediatric,Assessments and Examinations.Physical/Neurological Examination,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Supplemental,NA,NA,NA,NA,Supplemental,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,2014-04-01,Published,NA,NA
MotorStrgthBicepsRtAssmt,NeurologicalExam,Motor strength biceps right assessment,Unique Data Element,1,Motor strength Biceps right assessment,Motor strength Biceps right assessment,Numeric Values,NA,Single Pre-Defined Value Selected,NA,NA,0;1;2;3;4;5,"No muscle contraction;Visible muscle contraction, no movement;Active movement with gravity eliminated;Active movement against gravity;Less than normal strength aginst resistance;Normal strength against resistance",0;1;2;3;4;5,NA,NA,NA,Select one.,PDBD Neurolocial Examination Form,6c) Biceps R,NA,NA,Adult and Pediatric,Assessments and Examinations.Physical/Neurological Examination,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Supplemental,NA,NA,NA,NA,Supplemental,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,2014-04-01,Published,NA,NA
MotorStrgthDeltoidLftAssmt,NeurologicalExam,Motor strength deltoid left assessment,Unique Data Element,1,Motor strength Deltoid left assessment,Motor strength Deltoid left assessment,Numeric Values,NA,Single Pre-Defined Value Selected,NA,NA,0;1;2;3;4;5,"No muscle contraction;Visible muscle contraction, no movement;Active movement with gravity eliminated;Active movement against gravity;Less than normal strength aginst resistance;Normal strength against resistance",0;1;2;3;4;5,NA,NA,NA,Select one.,PDBD Neurolocial Examination Form,6b) Deltoid (L),NA,NA,Adult and Pediatric,Assessments and Examinations.Physical/Neurological Examination,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Supplemental,NA,NA,NA,NA,Supplemental,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,2014-04-01,Published,NA,NA
MotorStrgthDeltoidRtAssmt,NeurologicalExam,Motor strength deltoid right assessment,Unique Data Element,1,Motor strength Deltoid right assessment,Motor strength Deltoid right assessment,Numeric Values,NA,Single Pre-Defined Value Selected,NA,NA,0;1;2;3;4;5,"No muscle contraction;Visible muscle contraction, no movement;Active movement with gravity eliminated;Active movement against gravity;Less than normal strength aginst resistance;Normal strength against resistance",0;1;2;3;4;5,NA,NA,NA,Select one.,PDBD Neurolocial Examination Form,6a) Deltoid R,NA,NA,Adult and Pediatric,Assessments and Examinations.Physical/Neurological Examination,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Supplemental,NA,NA,NA,NA,Supplemental,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,2014-04-01,Published,NA,NA
MotorStrgthExamFind,NeurologicalExam,Motor strength  examination findings,Unique Data Element,1,Motor strength  examination findings,Motor strength  examination findings,Alphanumeric,NA,Single Pre-Defined Value Selected,NA,NA,Abnormal;Normal;Not assessed,Abnormal;Normal;Not assessed,10;20;222,NA,NA,NA,Select one.,PDBD Neurolocial Examination Form,6) Motor strength,NA,NA,Adult and Pediatric,Assessments and Examinations.Physical/Neurological Examination,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Supplemental,NA,NA,NA,NA,Supplemental,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,2014-04-01,Published,NA,NA
MotorStrgthExtCarpiRadLftAssmt,NeurologicalExam,Motor strength ext. carpi radialials left assessment,Unique Data Element,1,Motor strength ext. Carpi Radialials left assessment,Motor strength ext. Carpi Radialials left assessment,Numeric Values,NA,Single Pre-Defined Value Selected,NA,NA,0;1;2;3;4;5,"No muscle contraction;Visible muscle contraction, no movement;Active movement with gravity eliminated;Active movement against gravity;Less than normal strength aginst resistance;Normal strength against resistance",0;1;2;3;4;5,NA,NA,NA,Select one.,PDBD Neurolocial Examination Form,6h) Ext. Carpi Radialis (L),NA,NA,Adult and Pediatric,Assessments and Examinations.Physical/Neurological Examination,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Supplemental,NA,NA,NA,NA,Supplemental,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,2014-04-01,Published,NA,NA
MotorStrgthExtCarpiRadRtAssmt,NeurologicalExam,Motor strength ext. carpi radialials right assessment,Unique Data Element,1,Motor strength ext. Carpi Radialials right assessment,Motor strength ext. Carpi Radialials right assessment,Numeric Values,NA,Single Pre-Defined Value Selected,NA,NA,0;1;2;3;4;5,"No muscle contraction;Visible muscle contraction, no movement;Active movement with gravity eliminated;Active movement against gravity;Less than normal strength aginst resistance;Normal strength against resistance",0;1;2;3;4;5,NA,NA,NA,Select one.,PDBD Neurolocial Examination Form,6g) Ext. Carpi Radialis (R),NA,NA,Adult and Pediatric,Assessments and Examinations.Physical/Neurological Examination,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Supplemental,NA,NA,NA,NA,Supplemental,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,2014-04-01,Published,NA,NA
MotorStrgthFasciculationFind,NeurologicalExam,Motor strength fasciculations findings,Unique Data Element,1,Motor strength fasciculations findings,Motor strength fasciculations findings,Alphanumeric,4000,Free-Form Entry,NA,NA,Biceps (L);Biceps (R);Deltoid (L);Deltoid (R);Gastrocnemius (L);Gastrocnemius (R);Hamstrings (L);Hamstrings (R);No fasciculations present;Quadriceps (L);Quadriceps (R);Tibialis Anterior (L);Tibialis Anterior (R);Triceps (L);Triceps (R),Biceps (L);Biceps (R);Deltoid (L);Deltoid (R);Gastrocnemius (L);Gastrocnemius (R);Hamstrings (L);Hamstrings (R);No fasciculations present;Quadriceps (L);Quadriceps (R);Tibialis Anterior (L);Tibialis Anterior (R);Triceps (L);Triceps (R),;;;;;;;;;;;;;;,NA,NA,NA,Select all that apply.,PDBD Neurolocial Examination Form,6x) Fasciculations present in any muscle group(s)?,NA,NA,Adult and Pediatric,Assessments and Examinations.Physical/Neurological Examination,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Supplemental,NA,NA,NA,NA,Supplemental,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,2014-04-01,Published,NA,NA
MotorStrgthFlexCarpiRadLtAssmt,NeurologicalExam,Motor strength flex carpi radialials left assessment,Unique Data Element,1,Motor strength flex Carpi Radialials left assessment,Motor strength flex Carpi Radialials left assessment,Numeric Values,NA,Single Pre-Defined Value Selected,NA,NA,0;1;2;3;4;5,"No muscle contraction;Visible muscle contraction, no movement;Active movement with gravity eliminated;Active movement against gravity;Less than normal strength aginst resistance;Normal strength against resistance",0;1;2;3;4;5,NA,NA,NA,Select one.,PDBD Neurolocial Examination Form,6j) Flex Carpi Radialis (L),NA,NA,Adult and Pediatric,Assessments and Examinations.Physical/Neurological Examination,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Supplemental,NA,NA,NA,NA,Supplemental,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,2014-04-01,Published,NA,NA
MotorStrgthFlexCarpiRadRtAssmt,NeurologicalExam,Motor strength flex carpi radialials right assessment,Unique Data Element,1,Motor strength flex Carpi Radialials right assessment,Motor strength flex Carpi Radialials right assessment,Numeric Values,NA,Single Pre-Defined Value Selected,NA,NA,0;1;2;3;4;5,"No muscle contraction;Visible muscle contraction, no movement;Active movement with gravity eliminated;Active movement against gravity;Less than normal strength aginst resistance;Normal strength against resistance",0;1;2;3;4;5,NA,NA,NA,Select one.,PDBD Neurolocial Examination Form,6i) Flex Carpi Radialis (R),NA,NA,Adult and Pediatric,Assessments and Examinations.Physical/Neurological Examination,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Supplemental,NA,NA,NA,NA,Supplemental,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,2014-04-01,Published,NA,NA
MotorStrgthGastrocnmusLftAssmt,NeurologicalExam,Motor strength gastrocnemius left assessment,Unique Data Element,1,Motor strength Gastrocnemius left assessment,Motor strength Gastrocnemius left assessment,Numeric Values,NA,Single Pre-Defined Value Selected,NA,NA,0;1;2;3;4;5,"No muscle contraction;Visible muscle contraction, no movement;Active movement with gravity eliminated;Active movement against gravity;Less than normal strength aginst resistance;Normal strength against resistance",0;1;2;3;4;5,NA,NA,NA,Select one.,PDBD Neurolocial Examination Form,6t) Gastrocnemius (L),NA,NA,Adult and Pediatric,Assessments and Examinations.Physical/Neurological Examination,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Supplemental,NA,NA,NA,NA,Supplemental,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,2014-04-01,Published,NA,NA
MotorStrgthGastrocnmusRtAssmt,NeurologicalExam,Motor strength gastrocnemius right assessment,Unique Data Element,1,Motor strength Gastrocnemius right assessment,Motor strength Gastrocnemius right assessment,Numeric Values,NA,Single Pre-Defined Value Selected,NA,NA,0;1;2;3;4;5,"No muscle contraction;Visible muscle contraction, no movement;Active movement with gravity eliminated;Active movement against gravity;Less than normal strength aginst resistance;Normal strength against resistance",0;1;2;3;4;5,NA,NA,NA,Select one.,PDBD Neurolocial Examination Form,6s) Gastrocnemius (R),NA,NA,Adult and Pediatric,Assessments and Examinations.Physical/Neurological Examination,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Supplemental,NA,NA,NA,NA,Supplemental,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,2014-04-01,Published,NA,NA
